Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Thailand,THA,Employment in industry (% of total employment),SL.IND.EMPL.ZS,14,19,20.60000038,20.70000076,19.60000038,20.79999924,20.60000038,20.70000076,20.89999962,..,..,..
Thailand,THA,"Employment in services, female (% of female employment)",SL.SRV.EMPL.FE.ZS,22.70000076,35.20000076,40.29999924,40.70000076,41.40000153,44.70000076,45.70000076,45.40000153,43.79999924,..,..,..
Thailand,THA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,16.13203493,17.62107564,18.23584825,19.66847303,18.62329892,20.83003655,20.98135997,..,..,..
Thailand,THA,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,63734930581,94436354212,1.2563E+11,1.29237E+11,1.33043E+11,1.33233E+11,1.39982E+11,1.41802E+11,1.51436E+11,1.53029E+11,1.54132E+11,..
Thailand,THA,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1.28288E+12,1.90085E+12,2.52872E+12,2.60132E+12,2.67793E+12,2.68176E+12,2.81761E+12,2.85424E+12,3.04815E+12,3.08021E+12,3.10242E+12,..
Thailand,THA,Final consumption expenditure (current US$),NE.CON.TOTL.CD,56295054588,82786903712,1.40042E+11,1.62073E+11,1.83724E+11,1.81044E+11,2.12705E+11,2.34174E+11,2.52158E+11,2.64249E+11,2.57837E+11,..
Thailand,THA,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1.44034E+12,3.32073E+12,5.30506E+12,5.59447E+12,6.12045E+12,6.20723E+12,6.73971E+12,7.14038E+12,7.83784E+12,8.11931E+12,8.3745E+12,..
Thailand,THA,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,56467102376,84104620584,1.41261E+11,1.60975E+11,1.86205E+11,1.79886E+11,2.12504E+11,2.3795E+11,2.52974E+11,2.61295E+11,2.50552E+11,..
Thailand,THA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,28.72520691,14.3927467,11.28654713,11.64900417,13.49905872,15.07095149,13.23128478,14.10515254,13.77491579,13.03969259,13.7338989,..
Thailand,THA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,5.045023155,4.402463736,3.944838786,4.209106678,4.937678382,5.502851147,4.959223312,5.145870656,5.362134529,5.476271489,5.723505406,..
