date,exdate,cp_flag,strike_price,best_bid,best_offer,impl_volatility,optionid
20040102,20040117,C,825000,283.8,285.8,0.822381,21208517
20040102,20040117,C,850000,258.9,260.9,0.757796,21208518
20040102,20040117,C,875000,233.9,235.9,0.686378,21208519
20040102,20040117,C,800000,308.8,310.8,0.896482,21208520
20040102,20040221,C,825000,283.2,285.2,0.435287,21238913
20040102,20040221,C,850000,258.4,260.4,0.403596,21238914
20040102,20040221,C,875000,233.7,235.7,0.374724,21238915
20040102,20040221,C,800000,308.1,310.1,0.471146,21238916
20040102,20040320,C,825000,283.1,285.1,0.360879,21001452
20040102,20040320,C,850000,258.5,260.5,0.338501,21001453
20040102,20040320,C,875000,234,236,0.317079,21001454
20040102,20040320,C,800000,307.7,309.7,0.381799,21001455
20040102,20040619,C,825000,283.8,285.8,0.280345,20795444
20040102,20040619,C,850000,260,262,0.269236,20752170
20040102,20040619,C,875000,236.3,238.3,0.256962,20765907
20040102,20040619,C,800000,308.2,310.2,0.297706,20752172
20040102,20040918,C,850000,262.2,264.2,0.243648,21180972
20040102,20040918,C,800000,308.8,310.8,0.260738,21180973
20040102,20041218,C,825000,287.8,289.8,0.236893,20959009
20040102,20041218,C,850000,265.1,267.1,0.229184,21409166
20040102,20041218,C,875000,242.8,244.8,0.22189,21369504
20040102,20041218,C,800000,310.9,312.9,0.245505,21403220
20040102,20040117,P,825000,0,0.1,0.536838,21208521
20040102,20040117,P,850000,0.05,0.15,0.520205,21208522
20040102,20040117,P,875000,0.1,0.2,0.488882,21208523
20040102,20040117,P,800000,0,0.05,0.554651,21208524
20040102,20040221,P,825000,0.15,0.65,0.348401,21238917
20040102,20040221,P,850000,0.3,0.8,0.330482,21238918
20040102,20040221,P,875000,0.6,1.1,0.318035,21238919
20040102,20040221,P,800000,0.25,0.55,0.380752,21238920
20040102,20040320,P,825000,0.8,1.3,0.316473,21001456
20040102,20040320,P,850000,1.25,1.65,0.303912,21001457
20040102,20040320,P,875000,1.6,2.1,0.287381,21001458
20040102,20040320,P,800000,0.7,1,0.334553,21001459
20040102,20040619,P,825000,3.1,3.9,0.263518,20795446
20040102,20040619,P,850000,4.1,4.9,0.254534,20752176
20040102,20040619,P,875000,5.2,6.2,0.244956,20765909
20040102,20040619,P,800000,2.6,3.4,0.277834,20752178
20040102,20040918,P,850000,7.8,8.5,0.236165,21180974
20040102,20040918,P,800000,4.9,5.5,0.250214,21180975
20040102,20041218,P,825000,9.5,10.5,0.233599,20959010
20040102,20041218,P,850000,11.4,12.8,0.227137,21406570
20040102,20041218,P,875000,13.5,15.1,0.219379,21358716
20040102,20041218,P,800000,7.9,8.7,0.240647,21354068
20040102,20040117,C,725000,383.8,385.8,1.130946,21208525
20040102,20040117,C,750000,358.8,360.8,1.050566,21208526
20040102,20040117,C,775000,333.8,335.8,0.972479,21208527
20040102,20040117,C,700000,408.8,410.8,1.213841,21208528
20040102,20040221,C,725000,382.7,384.7,0.576088,21238921
20040102,20040221,C,750000,357.8,359.8,0.538974,21238922
20040102,20040221,C,775000,332.9,334.9,0.502478,21238923
20040102,20040221,C,700000,407.6,409.6,0.613885,21238924
20040102,20040320,C,725000,382,384,,21001460
20040102,20040320,C,750000,357.3,359.3,,21001461
20040102,20040320,C,775000,332.5,334.5,0.408542,21001462
20040102,20040320,C,700000,406.8,408.8,,21001463
20040102,20040619,C,750000,356.7,358.7,,20752171
20040102,20040619,C,775000,332.3,334.3,,20858779
20040102,20040619,C,700000,405.7,407.7,,20756024
20040102,20040918,C,750000,356.6,358.6,,21180976
20040102,20040918,C,700000,404.8,406.8,,21180977
20040102,20041218,C,750000,357.5,359.5,0.261078,21360774
20040102,20041218,C,775000,334.4,336.4,0.255675,21365815
20040102,20041218,C,700000,404.8,406.8,,21355343
20040102,20040117,P,725000,0,0.05,,21208529
20040102,20040117,P,750000,0,0.05,,21208530
20040102,20040117,P,775000,0,0.05,0.604908,21208531
20040102,20040117,P,700000,0,0.05,,21208532
20040102,20040221,P,725000,0,0.5,0.45761,21238925
20040102,20040221,P,750000,0.05,0.5,0.428708,21238926
20040102,20040221,P,775000,0,0.5,0.391589,21238927
20040102,20040221,P,700000,0.05,0.5,0.49735,21238928
20040102,20040320,P,725000,0,0.5,0.363486,21001464
20040102,20040320,P,750000,0.2,0.6,0.355851,21001465
20040102,20040320,P,775000,0.35,0.75,0.342298,21001466
20040102,20040320,P,700000,0,0.4,0.381653,21001467
20040102,20040619,P,750000,1.55,2.05,0.296455,20752177
20040102,20040619,P,775000,2,2.8,0.288617,20858781
20040102,20040619,P,700000,0.8,1.3,0.315215,20756025
20040102,20040918,P,750000,3.2,4,0.269841,21180978
20040102,20040918,P,700000,1.95,2.45,0.284301,21180979
20040102,20041218,P,750000,5.3,6.2,0.255937,21404541
20040102,20041218,P,775000,6.8,7.8,0.25137,21361869
20040102,20041218,P,700000,3.4,4.2,0.269965,21376154
20040102,20040320,C,1300000,0.05,0.5,0.150681,21190122
20040102,20040619,C,1350000,0.4,0.9,0.137193,20752198
20040102,20040619,C,1375000,0.1,0.6,0.136181,20851480
20040102,20040619,C,1300000,1.55,2.05,0.136371,20752202
20040102,20040918,C,1350000,1.8,2.3,0.133189,21181372
20040102,20040918,C,1300000,4,4.8,0.132736,21189400
20040102,20041218,C,1350000,4,4.8,0.133398,21382339
20040102,20041218,C,1300000,8.1,9.1,0.135584,21341657
20040102,20040320,P,1300000,190,192,,21190123
20040102,20040619,P,1350000,240.3,242.3,,20752206
20040102,20040619,P,1375000,264.9,266.9,,20851481
20040102,20040619,P,1300000,191.8,193.8,0.114515,20752210
20040102,20040918,P,1350000,241.4,243.4,0.121126,21181374
20040102,20040918,P,1300000,194.3,196.3,0.126807,21189401
20040102,20041218,P,1350000,242.4,244.4,0.131472,21375323
20040102,20041218,P,1300000,197.3,199.3,0.134266,21381827
20040102,20040619,C,1450000,0,0.5,0.158209,21066929
20040102,20040619,C,1400000,0,0.5,0.14014,20752196
20040102,20040918,C,1475000,0,0.5,0.13444,21187774
20040102,20040918,C,1400000,0.65,1.15,0.133439,21222554
20040102,20041218,C,1450000,0.9,1.4,0.133379,21361958
20040102,20041218,C,1400000,2,2.8,0.134524,21368552
20040102,20040619,P,1450000,339.2,341.2,,21066930
20040102,20040619,P,1400000,289.6,291.6,,20752204
20040102,20040918,P,1475000,363.5,365.5,,21187775
20040102,20040918,P,1400000,289.8,291.8,,21222555
20040102,20041218,P,1450000,337.8,339.8,,21404634
20040102,20041218,P,1400000,289.6,291.6,,21373658
20040102,20040320,C,500000,606.2,608.2,,21245846
20040102,20040619,C,550000,553.8,555.8,,20853090
20040102,20040619,C,500000,603.5,605.5,,20852177
20040102,20040619,C,400000,702.9,704.9,,20958585
20040102,20041218,C,500000,598.9,600.9,,21413214
20040102,20041218,C,400000,697.2,699.2,,20959691
20040102,20040320,P,500000,0,0.1,0.561701,21245847
20040102,20040619,P,550000,0,0.5,0.389544,20853091
20040102,20040619,P,500000,0,0.4,0.429227,20852179
20040102,20040619,P,400000,0,0.5,0.554937,20958586
20040102,20041218,P,500000,0.35,0.85,0.335294,21389355
20040102,20041218,P,400000,0.15,0.55,0.398089,20959692
20040102,20040117,C,625000,483.8,485.8,1.480051,21209031
20040102,20040117,C,650000,458.8,460.8,1.388121,21209032
20040102,20040117,C,675000,433.8,435.8,1.29948,21209033
20040102,20040117,C,600000,508.7,510.7,1.561459,21209034
20040102,20040221,C,625000,482.5,484.5,0.748401,21239339
20040102,20040221,C,650000,457.5,459.5,0.69949,21239340
20040102,20040221,C,675000,432.6,434.6,0.65949,21239341
20040102,20040221,C,600000,507.4,509.4,,21239342
20040102,20040320,C,625000,481.5,483.5,,21001862
20040102,20040320,C,650000,456.6,458.6,,21001863
20040102,20040320,C,675000,431.7,433.7,,21001864
20040102,20040320,C,600000,506.5,508.5,,21001865
20040102,20040619,C,650000,454.9,456.9,,20768490
20040102,20040619,C,600000,504.2,506.2,,20785522
20040102,20040918,C,650000,453.4,455.4,,21273961
20040102,20040918,C,600000,502.3,504.3,,21239343
20040102,20041218,C,650000,452.7,454.7,,21340982
20040102,20041218,C,600000,501.1,503.1,,21351879
20040102,20040117,P,625000,0,0.05,,21209035
20040102,20040117,P,650000,0,0.05,,21209036
20040102,20040117,P,675000,0,0.05,,21209037
20040102,20040117,P,600000,0,0.05,,21209038
20040102,20040221,P,625000,0,0.5,0.602962,21239344
20040102,20040221,P,650000,0,0.5,0.564709,21239345
20040102,20040221,P,675000,0.05,0.5,0.53334,21239346
20040102,20040221,P,600000,0,0.5,0.642692,21239347
20040102,20040320,P,625000,0,0.2,0.437292,21001866
20040102,20040320,P,650000,0.15,0.25,0.438151,21001867
20040102,20040320,P,675000,0,0.35,0.403792,21001868
20040102,20040320,P,600000,0.05,0.15,0.466427,21001869
20040102,20040619,P,650000,0.3,0.8,0.331179,20768491
20040102,20040619,P,600000,0.3,0.5,0.362549,20785524
20040102,20040918,P,650000,1.15,1.65,0.30234,21273962
20040102,20040918,P,600000,0.5,1,0.314859,21239348
20040102,20041218,P,650000,2,2.8,0.283404,21397351
20040102,20041218,P,600000,1.2,1.7,0.2968,21375040
20040102,20050618,C,1500000,1.95,2.95,0.13301,21095128
20040102,20050618,P,1500000,377.6,381.6,,21095129
20040102,20040117,C,1250000,0,0.05,0.21875,21209071
20040102,20040117,C,1200000,0.05,0.35,0.191032,21209072
20040102,20040221,C,1225000,0.25,0.7,0.137678,21271725
20040102,20040221,C,1250000,0.05,0.5,0.148577,21239397
20040102,20040221,C,1200000,1.25,1.55,0.139109,21239398
20040102,20040320,C,1250000,0.7,1.1,0.141663,21163584
20040102,20040320,C,1200000,3.2,3.7,0.137653,21162903
20040102,20040619,C,1250000,4.4,5.2,0.137091,20752201
20040102,20040619,C,1200000,11,12.6,0.139869,20752200
20040102,20040918,C,1250000,9.5,10.5,0.137142,21181426
20040102,20040918,C,1200000,19.4,21,0.142244,21181427
20040102,20041218,C,1245000,16.3,17.9,0.139671,21248958
20040102,20041218,C,1250000,15.1,16,0.137369,21410187
20040102,20041218,C,1200000,27.9,29.9,0.145751,21413759
20040102,20040117,P,1250000,139,141,,21209073
20040102,20040117,P,1200000,89.1,91.1,,21209074
20040102,20040221,P,1225000,115.1,117.1,,21271726
20040102,20040221,P,1250000,139.7,141.7,,21239399
20040102,20040221,P,1200000,91,93,,21239400
20040102,20040320,P,1250000,140.8,142.8,,21163585
20040102,20040320,P,1200000,93.6,95.6,0.124309,21162904
20040102,20040619,P,1250000,145,147,0.127021,20752209
20040102,20040619,P,1200000,102.4,104.4,0.134464,20752208
20040102,20040918,P,1250000,150.3,152.3,0.133186,21181428
20040102,20040918,P,1200000,111,113,0.139456,21181429
20040102,20041218,P,1245000,151.5,153.5,0.138479,21248961
20040102,20041218,P,1250000,155.3,157.3,0.137538,21347165
20040102,20041218,P,1200000,119,121,0.144931,21406681
20040102,20050618,C,700000,406.2,410.2,,21122078
20040102,20050618,C,600000,500.4,504.4,,21122079
20040102,20050618,C,925000,209.2,213.2,0.195321,21095016
20040102,20050618,C,850000,271.8,275.8,0.212527,21095517
20040102,20050618,C,750000,360.3,364.3,0.235488,21095518
20040102,20050618,C,800000,315.2,319.2,0.22275,21095017
20040102,20050618,C,975000,170.2,174.2,0.184426,21095018
20040102,20050618,C,995000,155.4,159.4,0.180281,21095519
20040102,20050618,C,900000,229.4,233.4,0.200358,21095019
20040102,20050618,C,950000,189.2,193.2,0.189334,21095520
20040102,20050618,C,500000,595.9,599.9,,21122080
20040102,20051217,C,700000,411.3,415.3,0.234212,21271685
20040102,20051217,C,930000,219.1,223.1,0.191659,21272279
20040102,20051217,C,850000,282.1,286.1,0.205283,21271686
20040102,20051217,C,750000,367,371,0.224003,21271687
20040102,20051217,C,800000,323.9,327.9,0.214614,21271688
20040102,20051217,C,995000,170.6,174.6,0.178023,21271689
20040102,20051217,C,900000,240.9,244.9,0.19349,21271690
20040102,20051217,C,950000,203.1,207.1,0.185896,21271691
20040102,20050618,P,700000,5.6,7.6,0.2474,21122081
